,Chips,Current_Bet,Draws,Last_Action,Last_Action_Bet
0,190,10,0,0,0
0,0,190,0,5,190
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,186,14,0,2,14
0,186,14,0,2,14
0,186,14,0,0,0
0,0,200,0,5,200
0,190,10,0,-1,0
0,190,10,0,0,0
0,180,10,0,0,0
0,180,10,0,0,0
0,170,10,0,0,0
0,170,10,0,0,0
0,160,10,0,1,0
0,150,10,0,1,0
0,150,10,0,0,0
0,150,10,0,0,0
0,150,10,0,0,0
0,140,10,0,-1,0
0,140,10,0,0,0
0,140,10,0,0,0
0,130,10,0,0,0
0,130,10,0,0,0
0,130,10,0,0,0
0,130,10,0,0,0
0,120,10,0,0,0
0,120,10,0,0,0
0,110,10,0,1,0
0,110,10,0,0,0
0,110,10,0,0,0
0,100,10,0,1,0
0,100,10,0,0,0
0,100,10,0,0,0
