,Chips,Current_Bet,Draws,Last_Action,Last_Action_Bet
0,0,200,0,5,200
0,223,19,0,3,19
0,0,642,0,5,642
0,434,30,1,4,30
0,0,479,0,5,479
0,0,499,1,5,499
0,0,519,0,5,519
0,521,18,0,3,18
0,186,14,0,2,14
0,172,28,0,4,28
0,0,200,0,5,200
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
0,0,0,0,-1,0
